mean,std,skew,kurt,max,min,freq_peak,signal_energy,segment_id,split,domain,label
1.2297855042001734e-17,0.99999997861976,0.04133222747824954,0.11478747858015081,4.609457804372754,-4.591709719151762,4,6922239704.001699,20240423_15_09_44_segment_0,train,source,0
1.3664283380001927e-17,0.9999999715835689,0.014745659548431822,0.8219821036761426,5.858907082958925,-5.422208872901291,180,6922239606.5892935,20240423_13_23_15_segment_0,train,source,0
-5.465713352000771e-18,0.9999999718084145,0.07713585325255261,1.5941675621996527,6.897682719141888,-6.756034191917826,1,6922239609.702166,20240423_13_27_22_segment_0,train,source,0
-2.1862853408003083e-17,0.9999999785553271,-0.025850215169048358,0.06552963610668971,4.5165351701574386,-4.632200950579283,10001,6922239703.109659,20240423_15_19_06_segment_0,train,source,0
-1.1614640873001637e-17,0.9999999720248096,-0.009537751364815026,0.19929671033553742,4.628548385730588,-5.222958545214163,11338,6922239612.698042,20240423_13_18_29_segment_0,train,source,0
5.465713352000771e-18,0.9999999832103843,-0.07679493310086519,0.3727101166712701,5.663422940991654,-5.786728338079877,8,6922239767.556503,20240423_15_40_50_segment_0,train,source,0
1.6397140056002314e-17,0.9999999768968726,0.14096806220524868,6.432385899069343,13.259618304673994,-14.980633722019736,3,6922239680.149219,20240423_14_36_34_segment_0,train,source,0
1.0931426704001541e-17,0.9999999848339312,0.002628350455189451,0.14817935311137553,4.588671071011443,-4.474944826293854,486,6922239790.033666,20240423_15_51_50_segment_0,train,source,0
-5.465713352000771e-18,0.9999999720690044,-0.020384007805064108,0.16150685663057818,4.329843424229807,-4.27968753613607,2,6922239613.309895,20240423_13_30_29_segment_0,train,source,0
2.8694995098004046e-17,0.9999999735455815,0.05798017996233639,3.23514298912018,8.068512254031264,-7.257764329063219,4,6922239633.7523365,20240423_13_42_34_segment_0,train,source,0
1.9129996732002697e-17,0.9999999732115605,0.014274288026209619,-0.006438108002017717,4.088193274758824,-4.15429321253697,1677,6922239629.12799,20240423_13_42_54_segment_0,train,source,0
-5.465713352000771e-18,0.9999999735276784,-0.04746020715180096,0.06706142855806263,4.359756189517589,-4.9310923410135805,1677,6922239633.504478,20240423_13_37_08_segment_0,train,source,0
5.465713352000771e-18,0.9999999783157275,0.06696333504185562,0.47623239886492197,4.972168035022438,-5.294533412291323,2,6922239699.792526,20240423_15_07_19_segment_0,train,source,0
-6.832141690000964e-18,0.9999999719317396,-0.1109974126924523,1.4206151604618444,5.752606583235717,-6.451255883037535,2,6922239611.409536,20240423_13_16_21_segment_0,train,source,0
-1.6397140056002314e-17,0.999999976905984,-0.03678634029112673,6.945773507131287,14.21433360553327,-16.98416843959122,8,6922239680.27536,20240423_14_30_27_segment_0,train,source,0
2.7328566760003853e-18,0.9999999716705102,0.03482541603963412,2.8099069772998027,10.358141625100338,-8.982469034325815,14,6922239607.792952,20240423_13_28_41_segment_0,train,source,0
2.459571008400347e-17,0.9999999835323715,0.004592516912409438,0.13668879818521917,4.775796344897344,-4.613484663119432,417,6922239772.014249,20240423_15_39_40_segment_0,train,source,0
-1.6397140056002314e-17,0.9999999730586806,0.0043434964815340996,-0.0013877396878263504,4.546458645930072,-3.7725290485065512,1677,6922239627.011447,20240423_13_54_40_segment_0,train,source,0
0.0,0.9999999719260769,-0.0027715223743198128,0.16809586699597157,5.397836605318219,-4.962412979094129,1123,6922239611.33114,20240423_13_16_50_segment_0,train,source,0
8.198570028001157e-18,0.9999999715195317,0.031569978754240564,1.0828079846175553,5.797927326145285,-6.120107531964474,7,6922239605.702732,20240423_13_07_27_segment_0,train,source,0
-5.465713352000771e-18,0.9999999772152466,0.035481931611568006,0.7997671395439503,4.803612982494508,-5.556586571171273,1142,6922239684.556939,20240423_14_46_59_segment_0,train,source,0
-2.7328566760003855e-17,0.9999999848622445,-0.006514487052446568,0.131019384423527,4.633602751696782,-4.464310785923878,486,6922239790.425649,20240423_16_09_28_segment_0,train,source,0
-3.142785177400443e-17,0.9999999785014235,-0.005425047010951423,0.22785747627485353,4.6218526613141035,-5.50911956850658,10005,6922239702.363392,20240423_15_16_11_segment_0,train,source,0
-2.7328566760003853e-18,0.9999999849943091,-0.015072358730448043,0.03413437060600444,4.149737001141376,-4.611691781893194,1128,6922239792.254014,20240423_16_05_15_segment_0,train,source,0
1.3664283380001927e-17,0.9999999786962376,-0.01288807589951512,0.03392835733707855,4.853455030421302,-4.350134962839558,7117,6922239705.06049,20240423_15_08_56_segment_0,train,source,0
-2.3229281746003274e-17,0.9999999783759581,0.019568410623562724,0.16048836836480973,4.559525910422365,-4.849672360601378,1135,6922239700.626389,20240423_15_00_12_segment_0,train,source,0
1.9129996732002697e-17,0.9999999784888871,0.2056563553779424,0.5787318486603441,5.567121450436019,-4.076624132834799,1677,6922239702.189832,20240423_15_16_02_segment_0,train,source,0
4.099285014000578e-18,0.9999999706836887,-0.022917939654840666,0.7233032903956884,5.895009977016456,-5.494955544622208,27866,6922239594.130919,20240423_12_47_09_segment_0,train,source,0
8.198570028001157e-18,0.999999971784375,0.0006660582100198481,1.3685212696680793,5.449517965566178,-6.461875311025371,1118,6922239609.369352,20240423_13_08_36_segment_0,train,source,0
-3.552713678800501e-17,0.9999999831302302,-0.06870231325638955,0.13086625503021265,3.9211350342091698,-4.271883239866759,1677,6922239766.446812,20240423_15_38_01_segment_0,train,source,0
1.9129996732002697e-17,0.9999999731455013,0.0018553742002461343,0.1695962538438276,4.222667999784561,-5.21795811040389,606,6922239628.213434,20240423_13_49_22_segment_0,train,source,0
-1.9129996732002697e-17,0.9999999815704973,-0.08725964627358981,0.5213722749882495,5.352322691460737,-6.160764958853495,14,6922239744.853121,20240423_16_33_54_segment_0,train,source,0
1.6397140056002314e-17,0.9999999767542207,-0.03686041954896249,1.2223018255716322,6.7165796224933,-5.921466620419632,5315,6922239678.174277,20240423_14_45_00_segment_0,train,source,0
-5.465713352000771e-18,0.9999999718922151,-0.005527309409782752,0.12511208008618402,4.806339001380815,-4.560118423209765,26721,6922239610.86234,20240423_13_15_51_segment_0,train,source,0
0.0,0.9999999786788948,0.022089135659315567,1.0867658653922438,6.830706001428399,-5.800613568828694,5320,6922239704.820389,20240423_15_18_56_segment_0,train,source,0
1.6397140056002314e-17,0.9999999810817783,-0.039168695313145284,0.12064140250564837,4.408007446392689,-4.533954556047609,606,6922239738.087061,20240423_16_40_21_segment_0,train,source,0
1.9129996732002697e-17,0.9999999718888782,-0.02752439916569903,0.4783196914317309,4.992647778958346,-5.525900018164691,26719,6922239610.816143,20240423_13_12_24_segment_0,train,source,0
-6.012284687200848e-17,0.9999999721201668,-0.04760567541445847,-0.15526656668279992,4.047409631205563,-4.623575052947811,606,6922239614.018211,20240423_13_52_01_segment_0,train,source,0
3.006142343600424e-17,0.9999999825518914,0.013168384535111393,-0.11219346938911556,4.349779292376634,-3.690338873108514,606,6922239758.44001,20240423_15_56_42_segment_0,train,source,0
2.1862853408003083e-17,0.9999999695731918,0.18154703417696988,0.04324021608392803,4.572702752038251,-4.128560854428577,606,6922239578.756668,20240423_12_55_03_segment_0,train,source,0
-5.465713352000771e-18,0.9999999833474351,0.034702743175855505,-0.02761969364366834,4.361517963982676,-4.231408027793558,606,6922239769.453901,20240423_15_41_59_segment_0,train,source,0
0.0,0.9999999754420016,0.3389833356885228,23.988385889324288,26.455107105888853,-23.504240972933097,5,6922239660.007285,20240423_14_10_03_segment_0,train,source,0
-4.3725706816006165e-17,0.9999999669416187,-0.01019512765377572,-0.10411850932172095,3.9006504642236806,-3.9767271214294095,606,6922239542.323908,20240423_13_02_08_segment_0,train,source,0
2.1862853408003083e-17,0.99999997867186,0.009330793286858183,0.4008997341406757,4.6213267426507985,-5.372978324458532,11,6922239704.722996,20240423_15_17_00_segment_0,train,source,0
5.465713352000771e-18,0.9999999730994997,-0.037891392461196646,1.18278710162026,7.415530349475707,-5.617856925329625,7,6922239627.576568,20240423_13_51_31_segment_0,train,source,0
-1.84467825630026e-17,0.9999999754377182,0.004057084874207169,1.0334805625844803,5.646257183765808,-6.735092365931824,8,6922239659.947986,20240423_14_14_22_segment_0,train,source,0
-1.0931426704001541e-17,0.9999999732602995,-0.2358352416198556,1.2318446344724414,6.058012236403355,-5.559214815111945,4,6922239629.802756,20240423_13_45_34_segment_0,train,source,0
4.3725706816006165e-17,0.999999977836287,-0.03241198117973372,-0.19450180225543523,3.7143089634560464,-3.884874430032791,1,6922239693.1549225,20240423_15_05_32_segment_0,train,source,0
5.465713352000771e-18,0.9999999835066883,-0.014232472119007212,0.21602100312482708,4.47388213200991,-4.747500877558478,417,6922239771.658678,20240423_15_44_58_segment_0,train,source,0
2.596213842200366e-17,0.9999999833414005,-0.01607707846778467,0.18305648800685193,4.578607770097646,-4.994745333656385,417,6922239769.370354,20240423_15_28_27_segment_0,train,source,0
-9.564998366001348e-18,0.9999999732713074,0.03689472105891397,19.568661256670946,21.120092283856938,-19.805505796575996,6,6922239629.955156,20240423_13_36_19_segment_0,train,source,0
-1.0931426704001541e-17,0.9999999848803508,0.11304937519941588,0.3471254498519185,4.745310384552275,-5.345559896967186,3,6922239790.676321,20240423_16_03_28_segment_0,train,source,0
-7.925284360401117e-17,0.9999999733751104,-0.06938230613091445,-0.13748595786782358,3.9423740992790024,-4.494195373492019,606,6922239631.392253,20240423_14_33_16_segment_0,train,source,0
6.558856022400925e-17,0.9999999701326238,-0.014295212636698605,-0.33385282002166417,4.134456508787732,-3.9756263215976104,606,6922239586.501714,20240423_13_48_23_segment_0,train,source,0
-1.3664283380001927e-17,0.9999999781833936,0.022499888185453634,1.9516319428300184,6.241946198097342,-7.053077846036195,2758,6922239697.960434,20240423_14_59_43_segment_0,train,source,0
-3.142785177400443e-17,0.999999969827007,-0.022366406848698166,0.47847817936572756,6.691632357870963,-6.107807391858762,1276,6922239582.270607,20240423_13_04_06_segment_0,train,source,0
0.0,0.9999999745637227,0.1765683908272954,0.11536083029952193,5.6012534792583315,-3.9700226628604574,606,6922239647.847973,20240423_14_37_43_segment_0,train,source,0
8.198570028001157e-18,0.9999999780252848,0.0756625338391686,14.692072748170883,21.656708123123547,-17.026481228796147,2,6922239695.771498,20240423_14_58_45_segment_0,train,source,0
5.465713352000771e-18,0.9999999716978931,-0.038239488289426714,0.05043322941727757,4.1011854724687264,-5.321529988634884,8,6922239608.172053,20240423_13_08_17_segment_0,train,source,0
4.3725706816006165e-17,0.999999972789556,0.04760286670916796,-0.05807474137064483,4.581300411599369,-3.8956076145082528,606,6922239623.285557,20240423_14_24_08_segment_0,train,source,0
1.3664283380001927e-17,0.9999999816256698,0.19304540531271372,13.709228544119362,18.85045789400202,-22.88715782602444,11,6922239745.616956,20240423_16_31_16_segment_0,train,source,0
-2.049642507000289e-17,0.9999999705452173,-0.006384420536133373,0.05001165293186727,4.392524951502034,-4.23260878896208,8585,6922239592.213856,20240423_12_42_47_segment_0,train,source,0
-8.198570028001157e-18,0.9999999817968886,-0.19089765884808743,1.4203951924162208,5.497979744954361,-5.740259463630109,739,6922239747.9873905,20240423_16_25_00_segment_0,train,source,0
-5.465713352000771e-18,0.9999999751003006,0.012057374166710648,0.7429483594579769,5.1065628303237585,-4.912955698597398,1141,6922239655.276614,20240423_14_01_38_segment_0,train,source,0
2.1862853408003083e-17,0.9999999828024412,0.008418358355030239,-0.144173495672689,4.314899362748262,-4.2384550755795996,606,6922239761.908743,20240423_15_49_11_segment_0,train,source,0
-5.465713352000771e-18,0.9999999770746483,-0.8266702719691835,10.578629429110734,9.894346176481381,-21.716774284527578,731,6922239682.61043,20240423_14_47_28_segment_0,train,source,0
-4.7824991830006746e-17,0.9999999696049551,-0.038082165477239256,0.20672469300040408,5.045773764838295,-4.422374911841896,3,6922239579.196415,20240423_12_48_08_segment_0,train,source,0
-6.832141690000964e-18,0.9999999767700927,-0.011010927979101715,0.07088078792167085,5.047681209079364,-4.126588750151991,9619,6922239678.394016,20240423_14_33_55_segment_0,train,source,0
-4.099285014000578e-17,0.999999971238256,0.0019086553293014878,-0.14137950843931701,4.144761444713336,-3.879318199916068,606,6922239601.808617,20240423_13_38_17_segment_0,train,source,0
-1.2297855042001734e-17,0.9999999848969223,0.0545025807927163,0.44818472833343836,5.533183897719699,-4.453069066504773,5320,6922239790.9057455,20240423_16_07_11_segment_0,train,source,0
1.0931426704001541e-17,0.999999974086965,0.27270767662116646,0.27910804845422366,4.876715534859807,-3.703558197775102,605,6922239641.24751,20240423_14_17_00_segment_0,train,source,0
-4.3725706816006165e-17,0.9999999812747401,-0.052056581942072494,0.023105001461020347,4.486676022849638,-5.209346627278806,606,6922239740.758517,20240423_16_20_14_segment_0,train,source,0
-3.825999346400539e-17,0.9999999779704863,-0.11579461082010048,-0.03464785642535162,4.118049760114633,-5.716240405477683,606,6922239695.012842,20240423_15_05_03_segment_0,train,source,0
1.5372318802502168e-17,0.9999999835574049,-0.02788898802609909,0.7079667552914954,5.201399299267079,-5.61349413316323,417,6922239772.360823,20240423_15_38_20_segment_0,train,source,0
-2.1862853408003083e-17,0.9999999849181257,-0.033056402250612536,0.723789125939267,6.217482125324515,-5.973822705596489,8,6922239791.199295,20240423_15_49_01_segment_0,train,source,0
1.5713925887002215e-17,0.999999969978717,0.03431937234677169,0.8814269444070195,5.238630576827599,-5.598693290392952,8589,6922239584.3709545,20240423_12_52_28_segment_0,train,source,0
0.0,0.9999999850260579,-0.007349360911285423,0.4080326205258582,4.411309766407452,-4.798740224432693,486,6922239792.693561,20240423_16_05_05_segment_0,train,source,0
0.0,0.9999999750047245,0.03329032826159918,-0.3070411918456748,4.280470348845243,-3.7708049309313787,605,6922239653.953411,20240423_14_19_18_segment_0,train,source,0
4.782499183000674e-18,0.9999999718564386,0.02750738905524152,2.4766268618755687,6.0204178108438855,-6.543868572207974,9482,6922239610.367035,20240423_13_25_44_segment_0,train,source,0
-2.1862853408003083e-17,0.9999999807587227,0.062009322574764214,-0.08747391813010497,4.224153647436879,-4.330602780042247,606,6922239733.614523,20240423_16_36_58_segment_0,train,source,0
0.0,0.9999999690572376,0.05130762639038814,-0.1878972001146062,4.329677865882668,-3.695008086602623,605,6922239571.613551,20240423_12_43_06_segment_0,train,source,0
-1.503071171800212e-17,0.9999999768407338,0.15653604820811498,13.3087789950219,15.223977006872037,-16.475467679287927,6,6922239679.372007,20240423_14_37_14_segment_0,train,source,0
4.3725706816006165e-17,0.9999999724879637,-0.033819752093744646,-0.13260966706629862,3.762286266770879,-4.56254056883222,605,6922239619.1101675,20240423_13_40_45_segment_0,train,source,0
-9.564998366001348e-18,0.9999999842598875,0.0020960989599693143,0.0929721345969674,4.444131496553438,-4.208926613975099,8593,6922239782.086329,20240423_16_17_06_segment_0,train,source,0
0.0,0.9999999809787794,-0.0006014000745537717,1.5672440792967874,7.677122667439507,-7.661209702394579,1279,6922239736.661095,20240423_16_35_41_segment_0,train,source,0
-5.465713352000771e-18,0.99999998135238,-0.03602025457564332,0.42713859269659427,4.908019610690667,-5.189753671157252,10094,6922239741.833401,20240423_16_35_12_segment_0,train,source,0
6.832141690000964e-18,0.9999999751204544,0.09599510659150344,0.7276972063417175,8.92092652367183,-7.224261746525529,8,6922239655.555631,20240423_14_13_12_segment_0,train,source,0
0.0,0.9999999731274394,1.0654639405132382,23.559560618626595,25.55630322837258,-16.350111464680218,8,6922239627.963378,20240423_13_36_28_segment_0,train,source,0
-2.049642507000289e-17,0.9999999765758504,-0.04693420850007909,0.5040106582407171,8.011900795625822,-7.7594605948123565,8,6922239675.704832,20240423_14_48_58_segment_0,train,source,0
0.0,0.9999999713914023,-0.04215180280358449,5.478581722770283,12.99534192147585,-13.598441023053788,8,6922239603.928846,20240423_13_24_44_segment_0,train,source,0
1.3664283380001927e-17,0.9999999828714664,-0.04860021636064189,0.3560717750870319,4.875717333798809,-4.960044374007878,417,6922239762.864359,20240423_15_21_39_segment_0,train,source,0
-1.0931426704001541e-17,0.9999999717454884,0.0035462085654890496,0.11169637793368281,4.660647634637696,-4.312774484682,782,6922239608.830984,20240423_13_09_56_segment_0,train,source,0
-2.7328566760003853e-18,0.999999978712396,-0.050999576934953786,0.5994548338109578,5.067538250628275,-5.740057994681595,5,6922239705.284197,20240423_15_09_24_segment_0,train,source,0
2.1862853408003083e-17,0.999999970059584,-0.00823607804504313,-0.016829154986073736,4.083050106023436,-4.508095416703978,602,6922239585.490517,20240423_12_42_37_segment_0,train,source,0
0.0,0.9999999847590972,-0.008433957789419026,0.07711726678672948,4.236335564486284,-4.643912207565549,486,6922239788.99763,20240423_16_01_13_segment_0,train,source,0
3.279428011200463e-17,0.999999983072786,-1.0901113190785598,2.684615595952292,3.589501595262703,-6.26909267184851,4,6922239765.651527,20240423_15_38_41_segment_0,train,source,0
2.7328566760003853e-18,0.999999973602384,0.018698308195745656,0.09345842597587639,4.7859850989103485,-5.014239334105856,781,6922239634.538739,20240423_13_35_00_segment_0,train,source,0
-2.7328566760003853e-18,0.9999999814926523,-0.01060888917319302,0.10673270623145958,4.449682265823888,-4.798963669900876,781,6922239743.775398,20240423_16_31_25_segment_0,train,source,0
1.0931426704001541e-17,0.9999999731637523,-0.0011260861597539315,0.07034410079529962,4.487208531430753,-4.828044953833988,1142,6922239628.466112,20240423_13_41_16_segment_0,train,source,0
1.9129996732002697e-17,0.9999999719599153,-0.11180512945099422,0.22070070895751615,4.566594061476267,-5.392082978579838,2,6922239611.799614,20240423_13_44_44_segment_0,train,source,0
0.0,0.9999999735365451,-0.24927503384119792,0.4585642217689583,4.064724481688998,-5.619927107131156,1677,6922239633.627234,20240423_13_32_22_segment_0,train,source,0
2.1862853408003083e-17,0.999999975600982,-0.017271101959510305,-0.04392305073993086,4.061211517311279,-4.907880343392055,1134,6922239662.208288,20240423_14_21_57_segment_0,train,source,0
1.9129996732002697e-17,0.9999999851957052,-0.058056148218047755,0.20140305211004694,4.565291387875897,-4.712582404153216,486,6922239795.042236,20240423_15_50_11_segment_0,train,source,0
1.0931426704001541e-17,0.9999999703878669,0.007506360711685978,0.020793355913598877,4.5636850330530025,-4.384505601012144,781,6922239590.035421,20240423_12_41_39_segment_0,train,source,0
2.7328566760003855e-17,0.9999999754334837,-0.026003375804710172,0.08554394512572783,4.139970457952517,-4.598738901281149,1678,6922239659.88936,20240423_14_18_09_segment_0,train,source,0
-1.6397140056002314e-17,0.9999999848879804,-0.008429643607135438,0.052263326704198754,4.2254572770729135,-4.456785031214843,894,6922239790.78195,20240423_16_10_47_segment_0,train,source,0
1.0931426704001541e-17,0.9999999730753163,0.08370131960666875,0.24005381992830888,4.751759506143152,-4.649025219098967,1136,6922239627.24176,20240423_13_32_52_segment_0,train,source,0
-1.9129996732002697e-17,0.999999981464136,0.044098753238242056,0.14388675479887114,4.590507396484568,-6.218223916269918,10,6922239743.380606,20240423_16_34_43_segment_0,train,source,0
-5.465713352000771e-18,0.9999999729627655,0.023235428635298896,-0.0893277662330858,4.271389273456397,-4.407575066039064,891,6922239625.683554,20240423_13_33_11_segment_0,train,source,0
-1.0931426704001541e-17,0.9999999828542149,-0.03149899132114242,-0.015853898762476337,3.858841693615667,-4.575399130235467,2,6922239762.625522,20240423_15_27_29_segment_0,train,source,0
0.0,0.9999999848225593,-0.013531392313230034,-0.10411558038388335,4.038535113983216,-4.1543122143329585,890,6922239789.876226,20240423_15_56_03_segment_0,train,source,0
1.7763568394002505e-17,0.9999999764456655,0.0017480041030212138,3.8874428729104977,7.521735713050039,-7.4689220229363675,5316,6922239673.902491,20240423_14_27_47_segment_0,train,source,0
-5.465713352000771e-18,0.9999999832256031,0.08474251560390714,0.5265564945375485,5.808103375628002,-6.133033338268004,8,6922239767.7672,20240423_15_27_58_segment_0,train,source,0
-3.279428011200463e-17,0.9999999721598767,0.012009145074387412,0.0443617538097949,4.416762409036751,-4.311136851725841,461,6922239614.567974,20240423_13_20_27_segment_0,train,source,0
1.708035422500241e-17,0.999999978348787,-0.031980010459959546,0.9251474448123895,5.352128220302256,-6.6023065761042625,5320,6922239700.250218,20240423_15_01_00_segment_0,train,source,0
-2.7328566760003853e-18,0.9999999785529043,-0.010319413133572517,0.4368011283135833,6.006931696777446,-6.279481519924366,8,6922239703.076117,20240423_15_17_10_segment_0,train,source,0
1.6397140056002314e-17,0.9999999718483317,-0.01643166527900451,11.629828667219547,14.640570316640527,-21.885261647924956,5,6922239610.254799,20240423_13_29_20_segment_0,train,source,0
1.6397140056002314e-17,0.9999999783167602,-0.01218087872922527,0.023998516246355628,4.16576949470034,-5.00615904204941,785,6922239699.806826,20240423_15_01_20_segment_0,train,source,0
-3.142785177400443e-17,0.9999999750774171,-0.010719572856511896,0.22672056444767286,4.662835805123692,-5.0630026651715365,4,6922239654.959805,20240423_14_19_09_segment_0,train,source,0
-1.0931426704001541e-17,0.9999999849720534,-0.06265934880863507,0.8295558982706903,5.1554634805211235,-5.3918064482013675,5320,6922239791.945896,20240423_16_12_16_segment_0,train,source,0
1.0931426704001541e-17,0.9999999848777545,-0.0425456164255686,-0.22083934403920846,3.533907949997845,-4.001207228421285,1,6922239790.640377,20240423_16_09_09_segment_0,train,source,0
1.9129996732002697e-17,0.9999999831727103,0.0077228536907567895,6.346931923225201,11.839974928800423,-15.028902243043094,748,6922239767.034927,20240423_15_39_50_segment_0,train,source,0
-1.0931426704001541e-17,0.9999999841468177,0.06803401066038331,-0.27251505629577455,4.637837639578307,-3.631944738718005,887,6922239780.520936,20240423_16_16_47_segment_0,train,source,0
-2.1862853408003083e-17,0.9999999752851516,-0.05573197264392516,0.31306333520584495,5.095847104248817,-5.478935068621505,743,6922239657.83578,20240423_14_04_56_segment_0,train,source,0
-1.0931426704001541e-17,0.9999999694918482,0.012338313974666105,6.669018476943837,11.519389890986199,-14.419814925985358,8,6922239577.630508,20240423_12_59_49_segment_0,train,source,0
-2.7328566760003853e-18,0.9999999720104409,0.03981133087859647,-0.32313224603203494,3.7804489166466078,-3.5375547356552097,885,6922239612.499113,20240423_13_27_12_segment_0,train,source,0
-1.6397140056002314e-17,0.9999999715433423,0.07515034623067897,2.5080579034449544,8.69752834315257,-10.069752491698132,5,6922239606.032377,20240423_13_07_18_segment_0,train,source,0
1.6397140056002314e-17,0.9999999735788618,0.17540541794280246,1.3987833557351488,5.770551856018565,-5.339999495962744,1,6922239634.213085,20240423_13_47_03_segment_0,train,source,0
0.0,0.9999999812198305,0.04656142657881008,-0.24193922147446,4.328745107854328,-4.544667927966073,885,6922239739.99832,20240423_16_40_41_segment_0,train,source,0
0.0,0.9999999812970489,0.03574582828721255,-0.2984796262761016,4.164232362558354,-4.525069423938892,883,6922239741.067369,20240423_16_26_48_segment_0,train,source,0
4.3725706816006165e-17,0.9999999767469211,0.0957494545019088,-0.19519618785620763,4.396686900581623,-3.4837182965051716,885,6922239678.073217,20240423_14_49_18_segment_0,train,source,0
-1.9129996732002697e-17,0.9999999848504284,-0.016711432376569836,0.16392712729406878,6.042561651419247,-4.5630871105404,486,6922239790.262061,20240423_16_06_42_segment_0,train,source,0
8.198570028001157e-18,0.9999999706067104,0.039734026738981326,-0.384960850919581,3.6530430460332286,-3.3561060046390607,883,6922239593.065194,20240423_12_41_10_segment_0,train,source,0
1.0931426704001541e-17,0.9999999831334051,0.08722879375806165,-0.26526407815371167,4.224160810732904,-3.7887423727500003,885,6922239766.490767,20240423_15_43_58_segment_0,train,source,0
0.0,0.9999999704209471,0.01508590978921995,0.5538339266990882,5.254233588076807,-5.48844186378998,3,6922239590.493401,20240423_12_55_32_segment_0,train,source,0
1.9129996732002697e-17,0.9999999754079595,0.024354020016612712,0.325478304040387,5.140297511835767,-4.732535696027883,4,6922239659.535992,20240423_14_21_08_segment_0,train,source,0
-1.9129996732002697e-17,0.9999999716155082,0.04365365748313896,-0.4217695268010644,4.2397068604845565,-3.7848983846665436,883,6922239607.031479,20240423_13_28_01_segment_0,train,source,0
0.0,0.9999999781984003,0.48470034834838016,20.626523881100763,24.95956699994473,-15.537094097642683,8,6922239698.168192,20240423_15_04_34_segment_0,train,source,0
-5.465713352000771e-18,0.9999999816334858,0.014823844002699127,0.07683337389537437,4.489004429969584,-4.552639941861308,770,6922239745.725164,20240423_16_29_57_segment_0,train,source,0
-2.7328566760003853e-18,0.9999999735404081,7.911580917798684e-05,0.04690668987069646,5.053128782282456,-4.3576472709153,886,6922239633.680715,20240423_13_44_05_segment_0,train,source,0
1.0931426704001541e-17,0.9999999754827344,-0.183618754965085,1.1172271554034747,5.367267073258798,-5.804050120361567,1,6922239660.571213,20240423_14_12_23_segment_0,train,source,0
-9.564998366001348e-18,0.9999999704593862,-0.00821462745904497,0.041412388750659,4.803233379985171,-4.564273168903943,786,6922239591.025566,20240423_12_47_48_segment_0,train,source,0
4.919142016800694e-17,0.9999999848013059,-0.048044162809339805,0.33005351232448543,5.046008680755793,-5.222770035841142,8,6922239789.581985,20240423_16_04_17_segment_0,train,source,0
-2.1862853408003083e-17,0.9999999721726828,-0.02793835020223645,0.08715860526886621,5.199963857142693,-4.333478852441039,1568,6922239614.745268,20240423_13_16_41_segment_0,train,source,0
9.564998366001348e-18,0.9999999716129749,0.013950990304326132,0.21841431442563852,5.041583707507193,-4.785366786776216,2,6922239606.996405,20240423_13_25_24_segment_0,train,source,0
-1.0931426704001541e-17,0.9999999713245389,0.06427350692409509,-0.3610762998212085,4.057154258012293,-3.7215888938466373,885,6922239603.003157,20240423_13_09_06_segment_0,train,source,0
-2.7328566760003855e-17,0.9999999732418978,-0.08578337506462452,20.21600657930902,22.07739943563256,-18.76548810440204,14,6922239629.547994,20240423_13_39_26_segment_0,train,source,0
